arxiv_id,updated_date,published_date,title,summary,authors,comment,categories,pages,figures,num_of_authors,title_length,year_of_publish,month_of_publish,date_of_publish
cond-mat/9308005v1,1993-08-04T16:40:00Z,1993-08-04T16:40:00Z,Stochastic Neural Networks with the Weighted Hebb Rule,"  Neural networks with synaptic weights constructed according to the weighted
Hebb rule, a variant of the familiar Hebb rule, are studied in the presence of
noise(finite temperature), when the number of stored patterns is finite and in
the limit that the number of neurons $N\rightarrow
  \infty$. The fact that different patterns enter the synaptic rule with
different weights changes the configuration of the free energy surface. For a
general choice of weights not all of the patterns are stored as {\sl global}
minima of the free energy function. However, as for the case of the usual Hebb
rule, there exists a temperature range in which only the stored patterns are
minima of the free energy. In particular, in the presence of a single extra
pattern stored with an appropriate weight in the synaptic rule, the temperature
at which the spurious minima of the free energy are eliminated is significantly
lower than for a similar network without this extra pattern. The convergence
time of the network, together with the overlaps of the equilibria of the
network with the stored patterns, can thereby be improved considerably.
","['Caren Marzban', 'Raju Viswanathan']","14 pages, OKHEP 93-004","['cond-mat', 'adap-org', 'nlin.AO']",14.0,,2,8,1993,8,4
cond-mat/9306039v1,1993-06-17T15:15:00Z,1993-06-17T15:15:00Z,Neural networks with high order connections,"  We present results for two different kinds of high order connections between
neurons acting as corrections to the Hopfield model. Equilibrium properties are
analyzed using the replica mean-field theory and compared with numerical
simulations. An optimal learning algorithm for fourth order connections is
given that improves the storage capacity without increasing the weight of the
higher order term. While the behavior of one of the models qualitatively
resembles the original Hopfield one, the other presents a new and very rich
behavior: depending on the strength of the fourth order connections and the
temperature, the system presents two distinct retrieval regions separated by a
gap, as well as several phase transitions. Also, the spin glass states seems to
disappear above a certain value of the load parameter $\alpha$, $\alpha_g$.
","['J. J. Arenzon', 'R. M. C. de Almeida']","24 pages, latex + 14 figures upon request, IFUFRGS-JJA-02-93","['cond-mat', 'q-bio.NC']",24.0,14.0,2,6,1993,6,17
cond-mat/9306032v1,1993-06-15T01:54:55Z,1993-06-15T01:54:55Z,Optimal storage capacity of neural networks at finite temperatures,"  Gardner's analysis of the optimal storage capacity of neural networks is
extended to study finite-temperature effects. The typical volume of the space
of interactions is calculated for strongly-diluted networks as a function of
the storage ratio $\alpha$, temperature $T$, and the tolerance parameter $m$,
from which the optimal storage capacity $\alpha_c$ is obtained as a function of
$T$ and $m$. At zero temperature it is found that $\alpha_c = 2$ regardless of
$m$ while $\alpha_c$ in general increases with the tolerance at finite
temperatures. We show how the best performance for given $\alpha$ and $T$ is
obtained, which reveals a first-order transition from high-quality performance
to low-quality one at low temperatures. An approximate criterion for recalling,
which is valid near $m=1$, is also discussed.
","['G. M. Shimi', 'D. Kim', 'M. Y. Choi']","22 pages in LaTex, 4 figures upon request, SNUTP-93-26",['cond-mat'],22.0,4.0,3,9,1993,6,15
cond-mat/9304026v1,1993-04-16T07:43:08Z,1993-04-16T07:43:08Z,"Transition from regular to complex behaviour in a discrete deterministic
  asymmetric neural network model","  We study the long time behaviour of the transient before the collapse on the
periodic attractors of a discrete deterministic asymmetric neural networks
model. The system has a finite number of possible states so it is not possible
to use the term chaos in the usual sense of sensitive dependence on the initial
condition. Nevertheless, at varying the asymmetry parameter, $k$, one observes
a transition from ordered motion (i.e. short transients and short periods on
the attractors) to a ``complex'' temporal behaviour. This transition takes
place for the same value $k_{\rm c}$ at which one has a change for the mean
transient length from a power law in the size of the system ($N$) to an
exponential law in $N$. The ``complex'' behaviour during the transient shows
strong analogies with the chaotic behaviour: decay of temporal correlations,
positive Shannon entropy, non-constant Renyi entropies of different orders.
Moreover the transition is very similar to that one for the intermittent
transition in chaotic systems: scaling law for the Shannon entropy and strong
fluctuations of the ``effective Shannon entropy'' along the transient, for $k >
k_{\rm c}$.
","['A. Crisanti', 'M falcioni', 'A. Vulpiani']","18 pages + 6 figures, TeX dialect: Plain TeX + IOP macros (included)",['cond-mat'],18.0,6.0,3,14,1993,4,16
1902.08418v1,2019-02-22T10:07:07Z,2019-02-22T10:07:07Z,Deep Reinforcement Learning for Quantum Gate Control,"  How to implement multi-qubit gates efficiently with high precision is
essential for realizing universal fault tolerant computing. For a physical
system with some external controllable parameters, it is a great challenge to
control the time dependence of these parameters to achieve a target multi-qubit
gate efficiently and precisely. Here we construct a dueling double deep
Q-learning neural network (DDDQN) to find out the optimized time dependence of
controllable parameters to implement two typical quantum gates: a single-qubit
Hadamard gate and a two-qubit CNOT gate. Compared with traditional optimal
control methods, this deep reinforcement learning method can realize efficient
and precise gate control without requiring any gradient information during the
learning process. This work attempts to pave the way to investigate more
quantum control problems with deep reinforcement learning techniques.
","['Zheng An', 'D. L. Zhou']","7 pages, 6 figures",['quant-ph'],7.0,6.0,2,7,2019,2,22
1901.08748v2,2019-02-20T12:50:42Z,2019-01-25T06:18:03Z,Manipulation of Spin Dynamics by Deep Reinforcement Learning Agent,"  We implement the reinforcement learning agent for a spin-1 atomic system to
prepare spin squeezed state from given initial state. Proximal policy gradient
(PPO) algorithm is used to deal with continuous external control field and
final optimized protocol is given by a stochastic policy. In both mean-field
system and two-body quantum system, RL agent finds the optimal policies. In
many-body quantum system, it also gives polices that outperform purely greedy
policy and optimized adiabatic passage. These polices given by RL agent have
good physical interpretability in phase space and may help us to understand
quantum dynamics. In fact, RL could be highly versatile in quantum optimal
control problems.
","['Jun-Jie Chen', 'Ming Xue']","8pages, 8 figures","['quant-ph', 'cond-mat.quant-gas']",8.0,8.0,2,9,2019,1,25
1902.07019v1,2019-02-19T12:25:26Z,2019-02-19T12:25:26Z,"Machine learning of Markovian embedding for non-Markovian quantum
  dynamics","  Machine learning methods have proved to be useful for the recognition of
patterns in statistical data. The measurement outcomes are intrinsically random
in quantum physics, however they do have a pattern when the measurements are
performed successively on an open quantum system. This pattern is due to the
system-environment interaction and contains information about the relaxation
rates as well as non-Markovian memory effects. Here we develop a method to
extract the information about the unknown environment from a series of
single-shot measurements on the system (without resorting to the process
tomography). The method is based on embedding the non-Markovian system dynamics
into a Markovian dynamics of the system and the effective reservoir of finite
dimension. The generator of Markovian embedding is learned by the maximum
likelihood estimation. We verify the method by comparing its prediction with an
exactly solvable non-Markovian dynamics. The developed algorithm to learn
unknown quantum environments enables one to efficiently control and manipulate
quantum systems.
","['I. A. Luchnikov', 'S. V. Vintskevich', 'D. A. Grigoriev', 'S. N. Filippov']","7 pages, 4 figures, the source code implementing the algorithm is
  available at
  https://github.com/GrigorievDmitry/Machine-learning-of-Markovian-embedding-for-non-Markovian-quantum-dynamics",['quant-ph'],7.0,4.0,4,9,2019,2,19
1801.04377v2,2019-02-18T13:26:04Z,2018-01-13T03:56:19Z,"General framework for constructing fast and near-optimal
  machine-learning-based decoder of the topological stabilizer codes","  Quantum error correction is an essential technique for constructing a
scalable quantum computer. In order to implement quantum error correction with
near-term quantum devices, a fast and near-optimal decoding method is demanded.
A decoder based on machine learning is considered as one of the most viable
solutions for this purpose, since its prediction is fast once training has been
done, and it is applicable to any quantum error correcting code and any noise
model. So far, various formulations of the decoding problem as the task of
machine learning have been proposed. Here, we discuss general constructions of
machine-learning-based decoders. We found several conditions to achieve
near-optimal performance, and proposed a criterion which should be optimized
when a size of training data set is limited. We also discuss preferable
constructions of neural networks, and proposed a decoder using spatial
structures of topological codes using a convolutional neural network. We
numerically show that our method can improve the performance of
machine-learning-based decoders in various topological codes and noise models.
","['Amarsanaa Davaasuren', 'Yasunari Suzuki', 'Keisuke Fujii', 'Masato Koashi']","27 pages, 19 figures; v2: fixed typos, added a section in appendix",['quant-ph'],27.0,19.0,4,14,2018,1,13
1710.10495v3,2019-02-16T17:15:45Z,2017-10-28T16:56:57Z,"A Quantum Algorithm for Testing Junta Variables and Learning Boolean
  Functions via Entanglement Measure","  Given a black-box representing an unknown Boolean function $f$ of $n$
variables, in this paper we propose a fast quantum algorithm to test whether or
not a certain variable in the function $f$ is a junta variable. The proposed
algorithm creates entanglement between the variable under test and an auxiliary
qubit, where the entanglement is measured using concurrence measure to decide
if the variable is junta. The paper shows applications to the proposed
algorithm in learning and categorization of Boolean functions.
","['Khaled El-Wazan', 'Ahmed Younes', 'S. B. Doma']",,['quant-ph'],,,3,14,2017,10,28
1810.01637v2,2019-02-15T00:53:52Z,2018-10-03T08:56:30Z,"Experimental Realization of a Quantum Autoencoder: The Compression of
  Qutrits via Machine Learning","  With quantum resources a precious commodity, their efficient use is highly
desirable. Quantum autoencoders have been proposed as a way to reduce quantum
memory requirements. Generally, an autoencoder is a device that uses machine
learning to compress inputs, that is, to represent the input data in a
lower-dimensional space. Here, we experimentally realize a quantum autoencoder,
which learns how to compress quantum data using a classical optimization
routine. We demonstrate that when the inherent structure of the data set allows
lossless compression, our autoencoder reduces qutrits to qubits with low error
levels. We also show that the device is able to perform with minimal prior
information about the quantum data or physical system and is robust to
perturbations during its optimization routine.
","['Alex Pepper', 'Nora Tischler', 'Geoff J. Pryde']",Supplementary information included in the document,"['quant-ph', 'physics.optics']",,,3,13,2018,10,3
1803.09780v3,2019-02-13T18:25:01Z,2018-03-26T18:30:29Z,Quantum Entanglement in Deep Learning Architectures,"  Modern deep learning has enabled unprecedented achievements in various
domains. Nonetheless, employment of machine learning for wave function
representations is focused on more traditional architectures such as restricted
Boltzmann machines (RBMs) and fully-connected neural networks. In this letter,
we establish that contemporary deep learning architectures, in the form of deep
convolutional and recurrent networks, can efficiently represent highly
entangled quantum systems. By constructing Tensor Network equivalents of these
architectures, we identify an inherent reuse of information in the network
operation as a key trait which distinguishes them from standard Tensor Network
based representations, and which enhances their entanglement capacity. Our
results show that such architectures can support volume-law entanglement
scaling, polynomially more efficiently than presently employed RBMs. Thus,
beyond a quantification of the entanglement capacity of leading deep learning
architectures, our analysis formally motivates a shift of trending
neural-network based wave function representations closer to the
state-of-the-art in machine learning.
","['Yoav Levine', 'Or Sharir', 'Nadav Cohen', 'Amnon Shashua']",,"['quant-ph', 'cs.LG']",,,4,6,2018,3,26
1902.02157v1,2019-02-06T13:18:35Z,2019-02-06T13:18:35Z,"When reinforcement learning stands out in quantum control? A comparative
  study on state preparation","  Reinforcement learning has been widely used in many problems including
quantum control of qubits. However, such problems can, at the same time, be
solved by traditional, non-machine-learning based methods such as stochastic
gradient descendent and Krotov algorithms, and it remains unclear which one is
most suitable when the control has specific constraints. In this work we
perform a comparative study on the efficacy of two reinforcement learning
algorithms, Q-learning and deep Q-learning, as well as stochastic gradient
descendent and Krotov algorithms, in the problem of preparing a desired quantum
state. We found that overall, the deep Q-learning outperforms others when the
problem is discretized, e.g. allowing discrete values of control. The
Q-learning and deep Q-learning can also adaptively reduce the complexity of the
control sequence, shortening the operation time and improving the fidelity. Our
comparison provides insights on the suitability of reinforcement learning in
quantum control problems.
","['Xiao-Ming Zhang', 'Zezhu Wei', 'Raza Asad', 'Xu-Chen Yang', 'Xin Wang']","10 pages, 9 figures",['quant-ph'],10.0,9.0,5,14,2019,2,6
1901.11103v2,2019-02-02T07:23:54Z,2019-01-30T21:04:09Z,"Uncover the Black Box of Machine Learning Applied to Quantum Problem by
  an Introspective Learning Architecture","  Recently there is an increasing interest in applying machine learning
algorithm to physics problems. These applications provide new platforms to
challenge the critical issue of how to uncover the black box of machine
learning because there always exists well-defined rules under physics problems.
The success of such efforts can offer great promise of discovering new physics
from experimental data by artificial intelligence. As a benchmark and a
proof-of-principle study that this approach is indeed possible, in this work we
design an introspective learning architecture that can automatically develop
the concept of the quantum wave function and discover the Schr\""odinger
equation from simulated experimental data of the potential-to-density mappings
of a quantum particle. This introspective learning architecture contains a
translator and a knowledge distiller. The translator employs a recurrent neural
network to learn the potential to density mapping, and the knowledge distiller
applies the auto-encoder to extract the essential information and its update
law from the hidden layer of the translator, which turns out to be the quantum
wave function and the Schr\""odinger equation. We envision that our
introspective learning architecture can enable machine learning to discover new
physics in the future.
","['Ce Wang', 'Hui Zhai', 'Yi-Zhuang You']","5 pages, 6 figures + supplementary material","['cond-mat.dis-nn', 'quant-ph']",5.0,6.0,3,16,2019,1,30
1811.01884v2,2019-01-30T14:03:19Z,2018-11-05T18:02:33Z,Learning Robust and High-Precision Quantum Controls,"  Robust and high-precision quantum control is extremely important but
challenging for the functionization of scalable quantum computation. In this
paper, we show that this hard problem can be translated to a supervised machine
learning task by treating the time-ordered quantum evolution as a layer-ordered
neural network (NN). The seeking of robust quantum controls is then equivalent
to training a highly {\it generalizable} NN, to which numerous tuning skills
matured in machine learning can be transferred. This opens up a door through
which a family of robust control algorithms can be developed. We exemplify such
potential by introducing the commonly used trick of batch-based optimization,
and the resulting stochastic b-GRAPE algorithm is numerically shown to be able
to remarkably enhance the control robustness while maintaining high fidelity.
","['Re-Bing Wu', 'Haijin Ding', 'Daoyi Dong', 'Xiaoting Wang']","7 pages, 6 figures",['quant-ph'],7.0,6.0,4,6,2018,11,5
1901.09566v1,2019-01-28T09:31:01Z,2019-01-28T09:31:01Z,Supervised Learning Enhanced by an Entangled Sensor Network,"  Various existing quantum supervised learning (SL) schemes rely on quantum
random access memories to store quantum-encoded data given a priori in a
classical description. The data acquisition process, however, has not been
accounted for, while it sets the ultimate limit of the usefulness of the data
for different SL tasks, as constrained by the quantum Cramer-Rao bound. We
introduce supervised learning enhanced by an entangled sensor network (SLEEN)
as a means to carry out SL tasks at the physical layer where a quantum
advantage is achieved. The entanglement shared by different sensors boosts the
performance of extracting global features of the object under investigation. We
leverage SLEEN to construct an entanglement-enhanced support-vector machine for
quantum data classification and entanglement-enhanced principal component
analyzer for quantum data compression. In both schemes, variational circuits
are employed to seek the optimum entangled probe state and measurement settings
to maximize the entanglement-enabled quantum advantage. We compare the
performance of SLEEN with separable-state SL schemes and observe an appreciable
entanglement-enabled performance gain even in the presence of loss. SLEEN is
realizable with available technology, opening a viable route toward building
near-term quantum devices that offer unmatched performance beyond what the
optimum classical device is able to afford.
","['Quntao Zhuang', 'Zheshen Zhang']","10 pages, 8 figures. Comments are welcomed","['quant-ph', 'cs.LG', 'physics.optics']",10.0,8.0,2,8,2019,1,28
1812.11619v2,2019-01-26T20:13:48Z,2018-12-30T22:19:09Z,"Using Reinforcement Learning to find Efficient Qubit Routing Policies
  for Deployment in Near-term Quantum Computers","  This paper addresses the problem of qubit routing in first-generation and
other near-term quantum computers. In particular, it is asserted that the qubit
routing problem can be formulated as a reinforcement learning (RL) problem, and
that this is sufficient, in principle, to discover the optimal qubit routing
policy for any given quantum computer architecture. In order to achieve this,
it is necessary to alter the conventional RL framework to allow combinatorial
action space, and this represents a second contribution of this paper, which is
expected to find additional application, beyond the qubit routing problem
addressed herein. Numerical results are included demonstrating the advantage of
the RL-trained qubit routing policy over using a sorting network.
","['Steven Herbert', 'Akash Sengupta']","Reference added. 13 pages, 7 figures",['quant-ph'],13.0,7.0,2,15,2018,12,30
1901.08615v1,2019-01-24T19:17:35Z,2019-01-24T19:17:35Z,"Approximating power of machine-learning ansatz for quantum many-body
  states","  An artificial neural network (ANN) with the restricted Boltzmann machine
(RBM) architecture was recently proposed as a versatile variational quantum
many-body wave function. In this work we provide physical insights into the
performance of this ansatz. We uncover the connection between the structure of
RBM and perturbation series, which explains the excellent precision achieved by
RBM ansazt in certain simple models, demonstrated in the literature. Based on
this relation, we improve the numerical algorithm to achieve better performance
of RBM in cases where local minima complicate the convergence to the global
one. We introduce other classes of variational wave-functions, which are also
capable of reproducing the perturbative structure, and show that their
performance is comparable to that of RBM. Furthermore, we study the performance
of a few-layer RBM for approximating ground states of random,
translationally-invariant models in 1d, as well as random matrix-product states
(MPS). We find that the error in approximating such states exhibits a broad
distribution, and is largely determined by the entanglement properties of the
targeted state.
","['Artem Borin', 'Dmitry A. Abanin']","7 pages, 4 figures","['cond-mat.dis-nn', 'cond-mat.str-el', 'quant-ph']",7.0,4.0,2,9,2019,1,24
1807.04564v2,2019-01-23T14:37:24Z,2018-07-12T12:17:32Z,Learning a local Hamiltonian from local measurements,"  Recovering an unknown Hamiltonian from measurements is an increasingly
important task for certification of noisy quantum devices and simulators.
Recent works have succeeded in recovering the Hamiltonian of an isolated
quantum system with local interactions from long-ranged correlators of a single
eigenstate. Here, we show that such Hamiltonians can be recovered from local
observables alone, using computational and measurement resources scaling
linearly with the system size. In fact, to recover the Hamiltonian acting on
each finite spatial domain, only observables within that domain are required.
The observables can be measured in a Gibbs state as well as a single
eigenstate; furthermore, they can be measured in a state evolved by the
Hamiltonian for a long time, allowing to recover a large family of
time-dependent Hamiltonians. We derive an estimate for the statistical recovery
error due to approximation of expectation values using a finite number of
samples, which agrees well with numerical simulations.
","['Eyal Bairey', 'Itai Arad', 'Netanel H. Lindner']","8 pages, 6 figures","['quant-ph', 'cond-mat.str-el']",8.0,6.0,3,7,2018,7,12
1901.10557v1,2019-01-23T13:21:08Z,2019-01-23T13:21:08Z,"Bayesian Networks based Hybrid Quantum-Classical Machine Learning
  Approach to Elucidate Gene Regulatory Pathways","  We report a scalable hybrid quantum-classical machine learning framework to
build Bayesian networks (BN) that captures the conditional dependence and
causal relationships of random variables. The generation of a BN consists of
finding a directed acyclic graph (DAG) and the associated joint probability
distribution of the nodes consistent with a given dataset. This is a
combinatorial problem of structural learning of the underlying graph, starting
from a single node and building one arc at a time, that fits a given ensemble
using maximum likelihood estimators (MLE). It is cast as an optimization
problem that consists of a scoring step performed on a classical computer,
penalties for acyclicity and number of parents allowed constraints, and a
search step implemented using a quantum annealer. We have assumed uniform
priors in deriving the Bayesian network that can be relaxed by formulating the
problem as an estimation Dirichlet parameters. We demonstrate the utility of
the framework by applying to the problem of elucidating the gene regulatory
network for the MAPK/Raf pathway in human T-cells using proteomics data where
the concentration of proteins, nodes of the BN, are interpreted as
probabilities.
","['Radhakrishnan Balu', 'Ajinkya Borle']",,"['cs.LG', 'quant-ph', 'stat.ML']",,,2,13,2019,1,23
1901.06603v1,2019-01-20T00:11:16Z,2019-01-20T00:11:16Z,Coherent Transport of Quantum States by Deep Reinforcement Learning,"  Some problems in physics can be handled only after a suitable \textit{ansatz
}solution has been guessed. Such method is therefore resilient to
generalization, resulting of limited scope. The coherent transport by adiabatic
passage of a quantum state through an array of semiconductor quantum dots
provides a par excellence example of such approach, where it is necessary to
introduce its so called counter-intuitive control gate ansatz pulse sequence.
Instead, deep reinforcement learning technique has proven to be able to solve
very complex sequential decision-making problems involving competition between
short-term and long-term rewards, despite a lack of prior knowledge. We show
that in the above problem deep reinforcement learning discovers control
sequences outperforming the \textit{ansatz} counter-intuitive sequence. Even
more interesting, it discovers novel strategies when realistic disturbances
affect the ideal system, with better speed and fidelity when energy detuning
between the ground states of quantum dots or dephasing are added to the master
equation, also mitigating the effects of losses. This method enables online
update of realistic systems as the policy convergence is boosted by exploiting
the prior knowledge when available. Deep reinforcement learning proves
effective to control dynamics of quantum states, and more generally it applies
whenever an ansatz solution is unknown or insufficient to effectively treat the
problem.
","['Riccardo Porotti', 'Dario Tamascelli', 'Marcello Restelli', 'Enrico Prati']",5 figures,['quant-ph'],,5.0,4,9,2019,1,20
1810.06992v2,2019-01-17T17:38:12Z,2018-10-13T01:54:08Z,Topographic Representation for Quantum Machine Learning,"  This paper proposes a brain-inspired approach to quantum machine learning
with the goal of circumventing many of the complications of other approaches.
The fact that quantum processes are unitary presents both opportunities and
challenges. A principal opportunity is that a large number of computations can
be carried out in parallel in linear superposition, that is, quantum
parallelism. The challenge is that the process is linear, and most approaches
to machine learning depend significantly on nonlinear processes. Fortunately,
the situation is not hopeless, for we know that nonlinear processes can be
embedded in unitary processes, as is familiar from the circuit model of quantum
computation. This paper explores an approach to the quantum implementation of
machine learning involving nonlinear functions operating on information
represented topographically (by computational maps), as common in neural
cortex.
",['Bruce MacLennan'],19 pages,"['cs.LG', 'quant-ph', 'stat.ML', '81P68', 'B.2; I.2']",19.0,,1,6,2018,10,13
1809.04814v2,2019-01-17T01:32:03Z,2018-09-13T07:46:17Z,"Optimal Usage of Quantum Random Access Memory in Quantum Machine
  Learning","  By considering an unreliable oracle in a query-based model of quantum
learning, we present a tradeoff relation between the oracle's reliability and
the reusability of quantum state of the input data. The tradeoff relation
manifests as the fundamental upper bound on the reusability. This limitation on
the reusability would increase the quantum access to the input data, i.e., the
usage of quantum random access memory (qRAM), repeating the preparation of a
superposition of `big' input data on the query failure. However, it is found
that, a learner can obtain a correct answer even from an unreliable oracle
without any additional usage of qRAM---i.e., the complexity of qRAM query does
not increase even with an unreliable oracle. This is enabled by repeatedly
cycling the quantum state of the input data to the upper bound on the
reusability.
","['Jeongho Bang', 'Arijit Dutta', 'Seung-Woo Lee', 'Jaewan Kim']","5 pages, 1 figures",['quant-ph'],5.0,1.0,4,11,2018,9,13
1709.08519v2,2019-01-16T11:21:39Z,2017-09-25T14:40:11Z,Enhanced Quantum Synchronization via Quantum Machine Learning,"  We study the quantum synchronization between a pair of two-level systems
inside two coupled cavities. By using a digital-analog decomposition of the
master equation that rules the system dynamics, we show that this approach
leads to quantum synchronization between both two-level systems. Moreover, we
can identify in this digital-analog block decomposition the fundamental
elements of a quantum machine learning protocol, in which the agent and the
environment (learning units) interact through a mediating system, namely, the
register. If we can additionally equip this algorithm with a classical feedback
mechanism, which consists of projective measurements in the register,
reinitialization of the register state and local conditional operations on the
agent and environment subspace, a powerful and flexible quantum machine
learning protocol emerges. Indeed, numerical simulations show that this
protocol enhances the synchronization process, even when every subsystem
experience different loss/decoherence mechanisms, and give us the flexibility
to choose the synchronization state. Finally, we propose an implementation
based on current technologies in superconducting circuits.
","['F. A. Cárdenas-López', 'M. Sanz', 'J. C. Retamal', 'E. Solano']",,"['quant-ph', 'cond-mat.mes-hall', 'cs.AI', 'cs.LG', 'stat.ML']",,,4,7,2017,9,25
1901.05230v1,2019-01-16T11:03:23Z,2019-01-16T11:03:23Z,Machine learning applied to quantum synchronization-assisted probing,"  A probing scheme is considered with an accessible and controllable qubit,
used to probe an out-of equilibrium system consisting of a second qubit
interacting with an environment. Quantum spontaneous synchronization between
the probe and the system emerges in this model and, by tuning the probe
frequency, can occur both in-phase and in anti-phase. We analyze the capability
of machine learning in this probing scheme based on quantum synchronization. An
artificial neural network is used to infer, from a probe observable, main
dissipation features, such as the environment Ohmicity index. The efficiency of
the algorithm in the presence of some noise in the dataset is also considered.
We show that the performance in either classification and regression is
significantly improved due to the in/anti-phase synchronization transition.
This opens the way to the characterization of environments with arbitrary
spectral densities.
","['Gabriel Garau Estarellas', 'Gian Luca Giorgi', 'Miguel C. Soriano', 'Roberta Zambrini']",,"['quant-ph', 'stat.ML']",,,4,7,2019,1,16
1901.05158v1,2019-01-16T06:48:08Z,2019-01-16T06:48:08Z,Quantum Markovianity as a supervised learning task,"  Supervised learning algorithms take as input a set of labelled examples and
return as output a predictive model. Such models are used to estimate labels
for future, previously unseen examples drawn from the same generating
distribution. In this paper we investigate the possibility of using supervised
learning to estimate the dimension of a non-Markovian quantum environment. Our
approach uses an ensemble learning method, the Random Forest Regressor, applied
to classically simulated data sets. Our results indicate this is a promising
line of research.
","['Sally Shrapnel', 'Fabio Costa', 'Gerard Milburn']",,['quant-ph'],,,3,7,2019,1,16
1803.00745v2,2019-01-09T03:56:36Z,2018-03-02T07:52:48Z,Quantum Circuit Learning,"  We propose a classical-quantum hybrid algorithm for machine learning on
near-term quantum processors, which we call quantum circuit learning. A quantum
circuit driven by our framework learns a given task by tuning parameters
implemented on it. The iterative optimization of the parameters allows us to
circumvent the high-depth circuit. Theoretical investigation shows that a
quantum circuit can approximate nonlinear functions, which is further confirmed
by numerical simulations. Hybridizing a low-depth quantum circuit and a
classical computer for machine learning, the proposed framework paves the way
toward applications of near-term quantum devices for quantum machine learning.
","['Kosuke Mitarai', 'Makoto Negoro', 'Masahiro Kitagawa', 'Keisuke Fujii']",,['quant-ph'],,,4,3,2018,3,2
1901.01653v1,2019-01-07T03:12:23Z,2019-01-07T03:12:23Z,Learning Nonlinear Input-Output Maps with Dissipative Quantum Systems,"  In this paper, we develop a theory of learning nonlinear input-output maps
with fading memory by dissipative quantum systems, as a quantum counterpart of
the theory of approximating such maps using classical dynamical systems. The
theory identifies the properties required for a class of dissipative quantum
systems to be {\em universal}, in that any input-output map with fading memory
can be approximated arbitrarily closely by an element of this class. We then
introduce an example class of dissipative quantum systems that is provably
universal. Numerical experiments illustrate that with a small number of qubits,
this class can achieve comparable performance to classical learning schemes
with a large number of tunable parameters. Further numerical analysis suggests
that the exponentially increasing Hilbert space presents a potential resource
for dissipative quantum systems to surpass classical learning schemes for
input-output maps.
","['Jiayin Chen', 'Hendra I. Nurdin']","27 pages, 10 figures, 3 tables, submitted for publication. Comments
  welcome. Happy new year!","['quant-ph', 'cs.LG', 'cs.SY']",27.0,10.0,2,8,2019,1,7
1612.05695v3,2019-01-03T20:49:47Z,2016-12-17T02:33:41Z,Reinforcement Learning Using Quantum Boltzmann Machines,"  We investigate whether quantum annealers with select chip layouts can
outperform classical computers in reinforcement learning tasks. We associate a
transverse field Ising spin Hamiltonian with a layout of qubits similar to that
of a deep Boltzmann machine (DBM) and use simulated quantum annealing (SQA) to
numerically simulate quantum sampling from this system. We design a
reinforcement learning algorithm in which the set of visible nodes representing
the states and actions of an optimal policy are the first and last layers of
the deep network. In absence of a transverse field, our simulations show that
DBMs are trained more effectively than restricted Boltzmann machines (RBM) with
the same number of nodes. We then develop a framework for training the network
as a quantum Boltzmann machine (QBM) in the presence of a significant
transverse field for reinforcement learning. This method also outperforms the
reinforcement learning method that uses RBMs.
","['Daniel Crawford', 'Anna Levit', 'Navid Ghadermarzy', 'Jaspreet S. Oberoi', 'Pooya Ronagh']",,"['quant-ph', 'cs.AI', 'cs.LG', 'cs.NE', 'math.OC']",,,5,6,2016,12,17
1901.00848v1,2019-01-03T18:52:59Z,2019-01-03T18:52:59Z,"Variational quantum generators: Generative adversarial quantum machine
  learning for continuous distributions","  We propose a hybrid quantum-classical approach to model continuous classical
probability distributions using a variational quantum circuit. The architecture
of the variational circuit consists of two parts: a quantum circuit employed to
encode a classical random variable into a quantum state, called the quantum
encoder, and a variational circuit whose parameters are optimized to mimic a
target probability distribution. Samples are generated by measuring the
expectation values of a set of operators chosen at the beginning of the
calculation. Our quantum generator can be complemented with a classical
function, such as a neural network, as part of the classical post-processing.
We demonstrate the application of the quantum variational generator using a
generative adversarial learning approach, where the quantum generator is
trained via its interaction with a discriminator model that compares the
generated samples with those coming from the real data distribution. We show
that our quantum generator is able to learn target probability distributions
using either a classical neural network or a variational quantum circuit as the
discriminator. Our implementation takes advantage of automatic differentiation
tools to perform the optimization of the variational circuits employed. The
framework presented here for the design and implementation of variational
quantum generators can serve as a blueprint for designing hybrid
quantum-classical architectures for other machine learning tasks on near-term
quantum devices.
","['Jonathan Romero', 'Alan Aspuru-Guzik']","15 pages, 9 figures",['quant-ph'],15.0,9.0,2,11,2019,1,3
